id,company,website,location,hall,stand,contact_person,email,phone,description,products,certifications,source_search_term,source_url,relevant_goals,relevant_departments,relevant_materials,priority_score,visit_priority,company_type,meeting_requested,meeting_scheduled,meeting_completed,meeting_notes,meeting_date,samples_requested,samples_received,brochures_collected,quotes_requested,why_relevant,strengths,weaknesses,potential_value,created_at,updated_at,logo,contact,notes,contact_persons,company_data_popup,profile_url,map_link,booth_details,products_detailed,certifications_detailed,relevance_status,relevance_score,must_visit,visit_day,visit_time_slot,physical_location,similarity_tags,marked_by,marked_at,category,where_they_present,claude_analysis,balena_value,strategic_importance,connection_type,confidence_score,key_factors,red_flags,department,goal_category,website_title,about_us,products_services,sustainability_info,contact_info,website_phones,meta_description,website_emails
1326,Euro Machinery APS,,Hall 11 / I46,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Euro Machinery APS is a supplier of machinery and equipment for the plastics industry, which could be highly relevant to Balena's operations as they seek alternative suppliers and machinery to support their production of biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Euro Machinery APS is a supplier of machinery and equipment for the plastics industry, which could be highly relevant to Balena's operations as they seek alternative suppliers and machinery to support their production of biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1327,Pureloop GmbH,,Hall 9 / C09,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Pureloop GmbH is a company that specializes in the development and production of biodegradable and compostable plastics, which aligns with Balena's goals of creating sustainable and circular plastic solutions. Their expertise in this area could be valuable for Balena's R&D and operations teams.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Pureloop GmbH is a company that specializes in the development and production of biodegradable and compostable plastics, which aligns with Balena's goals of creating sustainable and circular plastic solutions. Their expertise in this area could be valuable for Balena's R&D and operations teams."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1328,EKOTREND Ludky s.r.o.,,Hall 6 / B73,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"EKOTREND Ludky s.r.o. is a company that specializes in the production of biodegradable and compostable materials, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier or partner for Balena's BioCir® family of products.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""EKOTREND Ludky s.r.o. is a company that specializes in the production of biodegradable and compostable materials, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier or partner for Balena's BioCir® family of products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1329,HolyPoly GmbH,,,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"HolyPoly GmbH is a company that develops and manufactures biodegradable and compostable polymers, which aligns with Balena's goals of circular economy and sustainable plastics solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""HolyPoly GmbH is a company that develops and manufactures biodegradable and compostable polymers, which aligns with Balena's goals of circular economy and sustainable plastics solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1330,Thees Kunststoffverarbeitung GmbH,,Hall 8b / C42,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Thees Kunststoffverarbeitung GmbH is a plastics processing company that could be a potential partner for Balena's commercial and operations departments. They may have expertise in processing and manufacturing biodegradable and bio-based materials, which could be valuable for Balena's product development and supply chain.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Thees Kunststoffverarbeitung GmbH is a plastics processing company that could be a potential partner for Balena's commercial and operations departments. They may have expertise in processing and manufacturing biodegradable and bio-based materials, which could be valuable for Balena's product development and supply chain."", 'department': 'Commercial, Operations', 'category': 'Partners, Suppliers', 'score': 80}",,,,,,,"Commercial, Operations","Partners, Suppliers",,,,,,,,
1331,Bernhard Ide GmbH & Co. KG Werkzeug- und Maschinenbau für die Kunststoffverarbeitung,,Hall 16 / F43,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Bernhard Ide GmbH & Co. KG is a manufacturer of machinery and tools for the plastics processing industry, which could be highly relevant for Balena's operations and production needs as they develop their biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Bernhard Ide GmbH & Co. KG is a manufacturer of machinery and tools for the plastics processing industry, which could be highly relevant for Balena's operations and production needs as they develop their biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1332,Zeppelin Systems GmbH,,Hall 10 / C14,,,,,,,,,chemical recycling,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Zeppelin Systems GmbH is a leading provider of material handling and processing equipment, which could be highly relevant for Balena's operations in sourcing alternative suppliers, machinery, and recycling/composting partners for their biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Zeppelin Systems GmbH is a leading provider of material handling and processing equipment, which could be highly relevant for Balena's operations in sourcing alternative suppliers, machinery, and recycling/composting partners for their biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1333,CORAL A.E. OIL & CHEMICALS COMPANY SA,,Hall 8b / H74,,,,,,,,,chemical recycling,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"CORAL A.E. OIL & CHEMICALS COMPANY SA is a manufacturer of specialty chemicals, including biodegradable and bio-based plasticizers, which could be a valuable source of materials for Balena's BioCir® family of thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""CORAL A.E. OIL & CHEMICALS COMPANY SA is a manufacturer of specialty chemicals, including biodegradable and bio-based plasticizers, which could be a valuable source of materials for Balena's BioCir® family of thermoplastic elastomers."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1334,Fraunhofer Cluster Circular Plastics Economy CCPE,,"Hall 7, level 0 / C05",,,,,,,,,chemical recycling,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"The Fraunhofer Cluster Circular Plastics Economy CCPE is focused on developing sustainable and circular solutions for the plastics industry, which aligns perfectly with Balena's goals of creating biodegradable and bio-based thermoplastic elastomers for the circular economy.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""The Fraunhofer Cluster Circular Plastics Economy CCPE is focused on developing sustainable and circular solutions for the plastics industry, which aligns perfectly with Balena's goals of creating biodegradable and bio-based thermoplastic elastomers for the circular economy."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1335,EKATO Rühr- und Mischtechnik GmbH,,Hall 11 / A67,,,,,,,,,chemical recycling,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"EKATO Rühr- und Mischtechnik GmbH is a leading manufacturer of mixing and stirring equipment, which could be highly relevant for Balena's operations in developing and producing their biodegradable and bio-based thermoplastic elastomers. Their expertise in mixing and processing technologies could help Balena optimize their production processes.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""EKATO Rühr- und Mischtechnik GmbH is a leading manufacturer of mixing and stirring equipment, which could be highly relevant for Balena's operations in developing and producing their biodegradable and bio-based thermoplastic elastomers. Their expertise in mixing and processing technologies could help Balena optimize their production processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1336,Promeco S.p.A.,,Hall 9 / D38,,,,,,,,,chemical recycling,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Promeco S.p.A. is a leading manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Promeco S.p.A. is a leading manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1337,Borealis GmbH,,Hall 6 / A43,,,,,,,,,chemical recycling,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Borealis GmbH is a leading provider of innovative and sustainable plastics solutions, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers. Their expertise in circular economy and sustainable materials could be valuable for Balena's product development and partnerships.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Borealis GmbH is a leading provider of innovative and sustainable plastics solutions, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers. Their expertise in circular economy and sustainable materials could be valuable for Balena's product development and partnerships."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1338,Carboliq GmbH,,Hall 6 / D76,,,,,,,,,chemical recycling,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Carboliq GmbH is a company that specializes in the recycling and recovery of plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. Their expertise in recycling and composting could be valuable for Balena's operations and R&D efforts.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=chemical+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Carboliq GmbH is a company that specializes in the recycling and recovery of plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. Their expertise in recycling and composting could be valuable for Balena's operations and R&D efforts."", 'department': 'Operations, R&D', 'category': 'Suppliers, Recycling/Composting Partners', 'score': 80}",,,,,,,"Operations, R&D","Suppliers, Recycling/Composting Partners",,,,,,,,
